,Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
1,2,Odaiba Hussein (EGY),M,FIM,,00:00,55 m,45 m,YELLOW,34.0,Early turn,winter depth 2017,Depth Competition,2017-12-15
2,3,Abdullah Al Omran (KWT),M,FIM,,00:00,65 m,65 m,RED,0.0,DQSP,winter depth 2017,Depth Competition,2017-12-15
0,1,Ramón Carreño (ESP),M,FIM,,00:00,70 m,70 m,WHITE,70.0,-,winter depth 2017,Depth Competition,2017-12-16
1,2,Abdullah Al Omran (KWT),M,FIM,,00:00,65 m,65 m,WHITE,65.0,NATIONAL RECORD,winter depth 2017,Depth Competition,2017-12-16
2,3,Julia Tobler (CHE),F,CWT,,00:00,55 m,55 m,WHITE,55.0,NR,winter depth 2017,Depth Competition,2017-12-16
0,1,Yang Zhang (CHN),M,FIM,,00:00,25 m,25 m,WHITE,25.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
1,2,Yangfan Zhou (CHN),F,FIM,,00:00,10 m,10 m,WHITE,10.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
2,3,Costa Lin Zhu (CHN),M,CNF,,00:00,68 m,68 m,RED,0.0,DQBO,2018 OneFreedive depth challange,Depth Competition,2018-02-23
3,4,Jesse Liu (USA),M,CWT,,00:00,25 m,25 m,RED,0.0,DQAirway,2018 OneFreedive depth challange,Depth Competition,2018-02-23
4,5,Jin Lin (CHN),F,CWT,,00:00,30 m,30 m,WHITE,30.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
5,6,Yucheng Ma (CHN),M,CWT,,00:00,46 m,46 m,WHITE,46.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
6,7,Bu Maohua (CHN),M,CWT,,00:00,30 m,30 m,WHITE,30.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
7,8,Chen Haixiong (CHN),M,CWT,,00:00,50 m,50 m,WHITE,50.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
8,9,Nan Noah Zhang (CHN),M,CWT,,00:00,45 m,45 m,RED,0.0,DQpull,2018 OneFreedive depth challange,Depth Competition,2018-02-23
9,10,Jingzhe Li (CHN),F,CWT,,00:00,65 m,65 m,WHITE,65.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
10,11,Chao Shen (CHN),M,CWT,,00:00,70 m,70 m,WHITE,70.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-23
0,1,Yangfan Zhou (CHN),F,CNF,,00:00,10 m,10 m,RED,0.0,DQairway,2018 OneFreedive depth challange,Depth Competition,2018-02-24
1,2,Chen Haixiong (CHN),M,CNF,,00:00,50 m,50 m,WHITE,50.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-24
2,3,Yang Zhang (CHN),M,CWT,,00:00,31 m,31 m,YELLOW,30.0,NO tag,2018 OneFreedive depth challange,Depth Competition,2018-02-24
3,4,Jesse Liu (USA),M,CWT,,00:00,32 m,32 m,YELLOW,31.0,NO tag,2018 OneFreedive depth challange,Depth Competition,2018-02-24
4,5,Jin Lin (CHN),F,CWT,,00:00,33 m,33 m,WHITE,33.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-24
5,6,Bu Maohua (CHN),M,CWT,,00:00,40 m,33 m,YELLOW,25.0,ET,2018 OneFreedive depth challange,Depth Competition,2018-02-24
6,7,Yucheng Ma (CHN),M,CWT,,00:00,48 m,48 m,WHITE,48.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-24
7,8,Nan Noah Zhang (CHN),M,CWT,,00:00,51 m,40 m,YELLOW,28.0,ET,2018 OneFreedive depth challange,Depth Competition,2018-02-24
8,9,Jingzhe Li (CHN),F,CWT,,00:00,70 m,54 m,YELLOW,37.0,ET,2018 OneFreedive depth challange,Depth Competition,2018-02-24
9,10,Chao Shen (CHN),M,FIM,,00:00,66 m,59 m,YELLOW,51.0,ET,2018 OneFreedive depth challange,Depth Competition,2018-02-24
10,11,Jiahuan/Joshua Dong (CHN),M,CWT,,00:00,25 m,25 m,WHITE,25.0,-,2018 OneFreedive depth challange,Depth Competition,2018-02-24
0,1,Anqi Lim (SGP),F,FIM,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
1,2,Amber Bourke (AUS),F,FIM,,00:00,61 m,49 m,YELLOW,36.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
2,3,Natalia Zharkova (UKR),F,FIM,,00:00,75 m,75 m,WHITE,75.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
3,4,Kerry Hollowell (USA),F,FIM,,00:00,62 m,62 m,WHITE,62.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
4,5,Vivian Nikoloudi (GRC),F,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
5,6,Soeun Bae (KOR),F,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
6,7,Linda Stenman (SWE),F,FIM,,00:00,41 m,37 m,YELLOW,32.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
7,8,Fayrouz El Mehdawi (GRC),F,FIM,,00:00,37 m,32 m,YELLOW,26.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
8,9,Homar Leuci (ITA),M,FIM,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
9,10,Piero Giobbi (SWE),M,FIM,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
10,11,Arthur Voisin (FRA),M,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
11,12,Mehmet Arikok (TUR),M,FIM,,00:00,74 m,67 m,YELLOW,59.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
12,13,Erki Enkvist (EST),M,FIM,,00:00,50 m,50 m,WHITE,50.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
13,14,Dimitris Theotokatos (GRC),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
14,15,Konstantinos Margetis (GRC),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
15,16,Filip Jakubiak (POL),M,FIM,,00:00,41 m,29 m,YELLOW,16.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
16,17,Cristian Castaño Villa (COL),M,FIM,,00:00,80 m,48 m,YELLOW,15.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
17,18,Anna Iliadou (GRC),F,CNF,,00:00,32 m,29 m,YELLOW,25.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
18,19,Kyungjoo Ko (KOR),F,CNF,,00:00,41 m,41 m,WHITE,41.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
19,20,Giannis Kothonidis (GRC),M,CNF,,00:00,71 m,60 m,YELLOW,48.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
20,21,Danail Edrev (BGR),M,CNF,,00:00,45 m,45 m,WHITE,45.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
21,22,Lena Jovanovic Balta (SRB),F,CWT,,00:00,80 m,80 m NR,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
22,23,Lily Crespy (FRA),F,CWT,,00:00,65 m,56 m,YELLOW,46.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
23,24,Hyemin Kim (KOR),F,CWT,,00:00,55 m,47 m,YELLOW,38.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
24,25,Nayeon An (KOR),F,CWT,,00:00,40 m,28 m,YELLOW,15.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
25,26,Jens Stoetzner (DEU),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
26,27,Giannis Giagkinis (GRC),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
27,28,Manolis Giankos (GRC),M,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
28,29,Giorgos Sakkas (GRC),M,CWT,,00:00,80 m,70 m,YELLOW,59.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
29,30,Hyun Jin Kang (KOR),M,CWT,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
30,31,Evaggelos Vasilikos (GRC),M,CWT,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
31,32,Simone Gaeta (ITA),M,CWT,,00:00,53 m,53 m,WHITE,53.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
32,33,Tsvetan Bogoev (BGR),M,CWT,,00:00,45 m,45 m,WHITE,45.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
33,34,Panagiotis Karnaris (GRC),M,CWT,,00:00,45 m,45 m,YELLOW,40.0,"Pen, grab",Authentic Big Blue 2018,Depth Competition,2018-09-16
34,35,Sanghyun Baek (KOR),M,CWT,,00:00,32 m,32 m,WHITE,32.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
35,36,Osman Can Ozcanli (TUR),M,CWT,,00:00,32 m,32 m,WHITE,32.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
36,37,Tony Helm (GRC),M,CWT,,00:00,80 m,52 m,YELLOW,23.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-16
37,38,Georgios Tsilikos (GRC),M,CWT,,00:00,32 m,32 m,WHITE,32.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-16
0,1,Hyemin Kim (KOR),F,CWT,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
1,2,Nayeon An (KOR),F,CWT,,00:00,40 m,28 m,YELLOW,15.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
2,3,Sunyoung Kim (KOR),F,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
3,4,Cristian Castaño Villa (COL),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
4,5,Manolis Giankos (GRC),M,CWT,,00:00,70 m,70 m,WHITE,70.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
5,6,Simone Gaeta (ITA),M,CWT,,00:00,57 m,57 m,WHITE,57.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
6,7,Tsvetan Bogoev (BGR),M,CWT,,00:00,53 m,53 m,WHITE,53.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
7,8,Georgios Tsilikos (GRC),M,CWT,,00:00,36 m,36 m,WHITE,36.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
8,9,Tony Helm (GRC),M,CWT,,00:00,80 m,56 m,YELLOW,31.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
9,10,Lena Jovanovic Balta (SRB),F,FIM,,00:00,70 m,70 m NR,WHITE,70.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
10,11,Sanda Delija (HRV),F,FIM,,00:00,70 m,70 m,WHITE,70.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
11,12,Irina Kapusta (RUS),F,FIM,,00:00,60 m,54 m,YELLOW,47.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
12,13,Linda Stenman (SWE),F,FIM,,00:00,41 m,41 m,WHITE,41.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
13,14,Fayrouz El Mehdawi (GRC),F,FIM,,00:00,33 m,33 m,WHITE,33.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
14,15,Amber Bourke (AUS),F,FIM,,00:00,61 m,47 m,YELLOW,32.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
15,16,Anqi Lim (SGP),F,FIM,,00:00,60 m,44 m,YELLOW,27.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
16,17,Lily Crespy (FRA),F,FIM,,00:00,58 m,38 m,YELLOW,17.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
17,18,Soeun Bae (KOR),F,FIM,,00:00,37 m,26 m,YELLOW,14.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
18,19,Vivian Nikoloudi (GRC),F,FIM,,00:00,36 m,34 m,YELLOW,31.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
19,20,Mehmet Arikok (TUR),M,FIM,,00:00,74 m,74 m,WHITE,74.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
20,21,Arthur Voisin (FRA),M,FIM,,00:00,65 m,65 m,WHITE,65.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
21,22,Hyun Jin Kang (KOR),M,FIM,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
22,23,Marc Lenoir (FRA),M,FIM,,00:00,50 m,50 m,WHITE,50.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
23,24,Dimitris Theotokatos (GRC),M,FIM,,00:00,44 m,44 m,WHITE,44.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
24,25,Sanghyun Baek (KOR),M,FIM,,00:00,34 m,34 m,WHITE,34.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
25,26,Filip Jakubiak (POL),M,FIM,,00:00,41 m,37 m,YELLOW,32.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
26,27,Jens Stoetzner (DEU),M,FIM,,00:00,80 m,47 m,YELLOW,13.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
27,28,Danail Edrev (BGR),M,FIM,,00:00,55 m,26 m,YELLOW,0.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-17
28,29,Natalia Zharkova (UKR),F,CNF,,00:00,68 m,68 m NR,WHITE,68.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
29,30,Homar Leuci (ITA),M,CNF,,00:00,68 m,68 m,WHITE,68.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
30,31,David Tranfield (GBR),M,CNF,,00:00,50 m,50 m,WHITE,50.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-17
31,32,Piero Giobbi (SWE),M,CNF,,00:00,64 m,64 m,YELLOW,54.0,"Pen, lanyard",Authentic Big Blue 2018,Depth Competition,2018-09-17
0,1,Hyemin Kim (KOR),F,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
1,2,Vasiliki Zafeiratou (GRC),F,CWT,,00:00,42 m,42 m,WHITE,42.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
2,3,Sanda Delija (HRV),F,CWT,,00:00,62 m,48 m,YELLOW,33.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
3,4,Linda Stenman (SWE),F,CWT,,00:00,46 m,40 m,YELLOW,33.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
4,5,Nayeon An (KOR),F,CWT,,00:00,40 m,30 m,YELLOW,19.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
5,6,Christos Papadopoulos (GRC),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
6,7,Homar Leuci (ITA),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
7,8,Piero Giobbi (SWE),M,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
8,9,Simone Gaeta (ITA),M,CWT,,00:00,61 m,53 m,YELLOW,44.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
9,10,Filip Jakubiak (POL),M,CWT,,00:00,41 m,41 m,WHITE,41.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
10,11,Georgios Tsilikos (GRC),M,CWT,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
11,12,Sanghyun Baek (KOR),M,CWT,,00:00,36 m,31 m,YELLOW,25.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
12,13,Spiros Marinis (GRC),M,CWT,,00:00,43 m,43 m,WHITE,43.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
13,14,Anqi Lim (SGP),F,FIM,,00:00,60 m,51 m,YELLOW,41.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
14,15,Fayrouz El Mehdawi (GRC),F,FIM,,00:00,35 m,35 m,WHITE,35.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
15,16,Vivian Nikoloudi (GRC),F,FIM,,00:00,36 m,30 m,YELLOW,23.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
16,17,Kerry Hollowell (USA),F,FIM,,00:00,67 m,43 m,YELLOW,18.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
17,18,Soeun Bae (KOR),F,FIM,,00:00,37 m,20 m,YELLOW,2.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
18,19,Mehmet Arikok (TUR),M,FIM,,00:00,76 m,76 m,WHITE,76.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
19,20,Giannis Giagkinis (GRC),M,FIM,,00:00,80 m,71 m,YELLOW,61.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
20,21,Marc Lenoir (FRA),M,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
21,22,David Tranfield (GBR),M,FIM,,00:00,60 m,58 m,YELLOW,55.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
22,23,Erki Enkvist (EST),M,FIM,,00:00,55 m,55 m,WHITE,55.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
23,24,Michalis Vogas (GRC),M,FIM,,00:00,46 m,46 m,WHITE,46.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
24,25,Tsvetan Bogoev (BGR),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
25,26,Arthur Voisin (FRA),M,FIM,,00:00,68 m,43 m,YELLOW,17.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
26,27,Giorgos Sakkas (GRC),M,FIM,,00:00,80 m,48 m,YELLOW,15.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
27,28,Dimitris Theotokatos (GRC),M,FIM,,00:00,47 m,30 m,YELLOW,12.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
28,29,Cristian Castaño Villa (COL),M,FIM,,00:00,80 m,20 m,YELLOW,0.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
29,30,Lily Crespy (FRA),F,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-18
30,31,Lena Jovanovic Balta (SRB),F,CNF,,00:00,40 m,33 m,YELLOW,25.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
31,32,Amber Bourke (AUS),F,CNF,,00:00,55 m,33 m,YELLOW,10.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
32,33,Konstantinos Margetis (GRC),M,CNF,,00:00,36 m,28 m,YELLOW,19.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
33,34,Kyungjoo Ko (KOR),F,CNF,,00:00,42 m,26 m,YELLOW,9.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
34,35,Giannis Kothonidis (GRC),M,CNF,,00:00,71 m,44 m,YELLOW,16.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-18
0,1,Natalia Zharkova (UKR),F,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
1,2,Sunyoung Kim (KOR),F,CWT,,00:00,68 m,68 m,WHITE,68.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
2,3,Lily Crespy (FRA),F,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
3,4,Vasiliki Zafeiratou (GRC),F,CWT,,00:00,46 m,46 m,WHITE,46.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
4,5,Koralia Vourlioti (GRC),F,CWT,,00:00,45 m,45 m,WHITE,45.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
5,6,Nayeon An (KOR),F,CWT,,00:00,35 m,35 m,WHITE,35.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
6,7,Sanda Delija (HRV),F,CWT,,00:00,62 m,46 m,YELLOW,29.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
7,8,Simone Gaeta (ITA),M,CWT,,00:00,61 m,61 m,WHITE,61.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
8,9,Tony Helm (GRC),M,CWT,,00:00,80 m,69 m,YELLOW,57.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
9,10,Erki Enkvist (EST),M,CWT,,00:00,57 m,57 m NR,WHITE,57.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
10,11,Filip Jakubiak (POL),M,CWT,,00:00,43 m,43 m,WHITE,43.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
11,12,Evaggelos Vasilikos (GRC),M,CWT,,00:00,60 m,47 m,YELLOW,33.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
12,13,Amber Bourke (AUS),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
13,14,Irina Kapusta (RUS),F,FIM,,00:00,57 m,57 m,WHITE,57.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
14,15,Anqi Lim (SGP),F,FIM,,00:00,60 m,51 m,YELLOW,41.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
15,16,Fayrouz El Mehdawi (GRC),F,FIM,,00:00,37 m,37 m,WHITE,37.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
16,17,Vivian Nikoloudi (GRC),F,FIM,,00:00,36 m,36 m,WHITE,36.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
17,18,Soeun Bae (KOR),F,FIM,,00:00,36 m,36 m,WHITE,36.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
18,19,Mehmet Arikok (TUR),M,FIM,,00:00,78 m,78 m,WHITE,78.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
19,20,Jens Stoetzner (DEU),M,FIM,,00:00,80 m,69 m,YELLOW,57.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
20,21,Sanghyun Baek (KOR),M,FIM,,00:00,38 m,38 m,WHITE,38.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
21,22,Cristian Castaño Villa (COL),M,FIM,,00:00,80 m,51 m,YELLOW,21.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
22,23,Kyungjoo Ko (KOR),F,CNF,,00:00,42 m,42 m,WHITE,42.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
23,24,Hyemin Kim (KOR),F,CNF,,00:00,38 m,38 m,WHITE,38.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-19
24,25,Anna Iliadou (GRC),F,CNF,,00:00,33 m,28 m,YELLOW,22.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
25,26,Giannis Kothonidis (GRC),M,CNF,,00:00,70 m,67 m,YELLOW,63.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
26,27,Giorgos Sakkas (GRC),M,CNF,,00:00,60 m,45 m,YELLOW,29.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
27,28,Konstantinos Margetis (GRC),M,CNF,,00:00,40 m,31 m,YELLOW,21.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-19
0,1,Natalia Zharkova (UKR),F,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
1,2,Anqi Lim (SGP),F,CWT,,00:00,55 m,49 m,YELLOW,42.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
2,3,Nayeon An (KOR),F,CWT,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
3,4,Vasiliki Zafeiratou (GRC),F,CWT,,00:00,50 m,43 m,YELLOW,35.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
4,5,Koralia Vourlioti (GRC),F,CWT,,00:00,51 m,38 m,YELLOW,24.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
5,6,Evaggelos Vasilikos (GRC),M,CWT,,00:00,60 m,53 m,YELLOW,45.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
6,7,Spiros Marinis (GRC),M,CWT,,00:00,45 m,45 m,WHITE,45.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
7,8,Filip Jakubiak (POL),M,CWT,,00:00,46 m,43 m,YELLOW,39.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
8,9,Georgios Tsilikos (GRC),M,CWT,,00:00,42 m,37 m,YELLOW,31.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
9,10,Irina Kapusta (RUS),F,FIM,,00:00,60 m,60 m,WHITE,60.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
10,11,Hyemin Kim (KOR),F,FIM,,00:00,52 m,52 m,WHITE,52.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
11,12,Lily Crespy (FRA),F,FIM,,00:00,53 m,50 m,YELLOW,46.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
12,13,Fayrouz El Mehdawi (GRC),F,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
13,14,Soeun Bae (KOR),F,FIM,,00:00,38 m,38 m,WHITE,38.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
14,15,Cristian Castaño Villa (COL),M,FIM,,00:00,80 m,80 m,WHITE,80.0,Ok,Authentic Big Blue 2018,Depth Competition,2018-09-20
15,16,Mehmet Arikok (TUR),M,FIM,,00:00,80 m,76 m,YELLOW,71.0,"Pen, no tag",Authentic Big Blue 2018,Depth Competition,2018-09-20
